layer_id,discipline,technology_scope,name_template,description,aci_color,rgb_color,lineweight_mm,linetype,plot_behavior,visible_scales,entity_types,source_ids
PVG-ELEC-SLD,CIVIL,PV_GROUND,PVG-ELEC-SLD,Capa PVG-ELEC-SLD generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-ELEC-STRING,CIVIL,PV_GROUND,PVG-ELEC-STRING,Capa PVG-ELEC-STRING generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-FIRE-DETECTION,CIVIL,PV_GROUND,PVG-FIRE-DETECTION,Capa PVG-FIRE-DETECTION generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-MECH-STRUCTURE,CIVIL,PV_GROUND,PVG-MECH-STRUCTURE,Capa PVG-MECH-STRUCTURE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
PVG-MECH-TRACKER,CIVIL,PV_GROUND,PVG-MECH-TRACKER,Capa PVG-MECH-TRACKER generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
S-AREA|S-ZONE,GEN,ALL,S-AREA|S-ZONE,Capa S-AREA|S-ZONE generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
S-FIRE|S-FLWD|S-DET,GEN,ALL,S-FIRE|S-FLWD|S-DET,Capa S-FIRE|S-FLWD|S-DET generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
S-GDET|S-SDET,GEN,ALL,S-GDET|S-SDET,Capa S-GDET|S-SDET generada automáticamente para resolver referencias,7,"0,0,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT;CIRCLE;ARC,ISO_13567_1
C-SCADA,INST,ALL,C-SCADA,Capa de comunicación SCADA,4,"0,128,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT,IEC_61511_1
C-COMM,COMM,ALL,C-COMM,Capa de comunicaciones de red,4,"0,128,0",0.25,CONTINUOUS,PLOT,ALL,LINE;POLYLINE;TEXT,IEC_61511_1
