field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
BIO-090,es;en,assumed_steam_temperature_c,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_steam_temperature_c;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-091,es;en,assumed_boiler_efficiency_pct,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_boiler_efficiency_pct;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-092,es;en,assumed_turbine_efficiency_pct,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_turbine_efficiency_pct;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-093,es;en,assumed_excess_air_ratio,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_excess_air_ratio;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-094,es;en,assumed_storage_days,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_storage_days;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-095,es;en,assumed_pm_emission,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_pm_emission;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-096,es;en,assumed_nox_emission,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_nox_emission;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-097,es;en,assumed_stack_height_m,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_stack_height_m;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-098,es;en,assumed_cooling_water_m3_h,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_cooling_water_m3_h;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-099,es;en,assumed_sil_target,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_sil_target;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
BIO-100,es;en,assumed_dust_fire_hazard,,kJ/kg;kg/m3;%;mm;m;ton/h;kg/h;mg/Nm3;ug/m3;ng TEQ/Nm3;bar;C;kW;MW;MWe;kVA;kPa;kW;kg/s;mm;mm;percent;trips/day;days;m3,datasheet;report;drawing;specification,Fuel Properties;Boiler Specifications;Turbine Specifications;Emissions;P&ID;Layout,assumed_dust_fire_hazard;LHV;HHV;PCI;PCS;moisture;ash;VM;FC;C%;H%;N%;S%;O%;Cl%;BD;PS,regex:([0-9]+\.?[0-9]*)\s*{unit},positive context,negative context,value in valid range,range plausibility,false,false,false,review if outlier
